airport_id;airport_name;airport_code;country;country_code;city
4320;Kota Kinabalu Port;ZWR;Malaysia;MY;Kota Kinabalu
4321;Kota Koli;KLI;Zaire;ZR;Kota Koli
4322;Kotabangun;KOD;Indonesia;ID;Kotabangun
4323;Kotabaru;KBU;Indonesia;ID;Kotabaru
4324;Kotlas;KSZ;Russian Federation;RU;Kotlas
4325;Kotlik;KOT;United States;US;Kotlik
4326;Kotoka;ACC;Ghana;GH;Accra
4327;Kotzebue;OTZ;United States;US;Kotzebue
4328;Kouba;KDF;Algeria;DZ;Kouba
4329;Koulamoutou;KOU;Gabon;GA;Koulamoutou
4330;Koumac;KOC;New Caledonia;NC;Koumac
4331;Koumala;KOL;Central African Republic;CF;Koumala
4332;Koutaba;KOB;Cameroon;CM;Koutaba
4333;Koutiala;KTX;Mali;ML;Koutiala
4334;Kowanyama;KWM;Australia;AU;Kowanyama
4335;Koyuk;KKA;United States;US;Koyuk
4336;Koyukuk;KYU;United States;US;Koyukuk
4337;Kozhikode Airport;CCJ;India;IN;Kozhikode
4338;Krabi;KBV;Thailand;TH;Krabi
4339;Krakor;KZD;Cambodia;KH;Krakor
4340;Kramatorsk;KRQ;Ukraine;UA;Kramatorsk
4341;Kramfors;KRF;Sweden;SE;Kramfors
4342;Kranebitten;INN;Austria;AT;Innsbruck
4343;Krasnojarsk;KJA;Russian Federation;RU;Krasnojarsk
4344;Kratie;KTI;Cambodia;KH;Kratie
4345;Kremenchug;KHU;Ukraine;UA;Kremenchug
4346;Kribi;KBI;Cameroon;CM;Kribi
4347;Kristiansand Rail;XKR;Norway;NO;Kristiansand
4348;Kristianstad;KID;Sweden;SE;Kristianstad
4349;Kristinehamn Rail;XYN;Sweden;SE;Kristinehamn
4350;Krivoy Rog;KWG;Ukraine;UA;Krivoy Rog
4351;Kruger Mpumalanga;MQP;South Africa;ZA;Nelspruit
4352;Kruunupyy;KOK;Finland;FI;Kokkola/Pietarsaari
4353;Ksar Es Souk;SEK;Morocco;MA;Ksar Es Souk
4354;Kuala Lumpur International Airport-klia;KUL;Malaysia;MY;Kuala Lumpur
4355;Kuantan;KUA;Malaysia;MY;Kuantan
4356;Kuantan Port;ZJB;Malaysia;MY;Kuantan
4357;Kubin Island;KUG;Australia;AU;Kubin Island
4358;Kuching;KCH;Malaysia;MY;Kuching
4359;Kuching Port;ZGY;Malaysia;MY;Kuching
4360;Kudat;KUD;Malaysia;MY;Kudat
4361;Kufrah;AKF;Libya;LY;Kufrah
4362;Kugaaruk;YBB;Canada;CA;Kugaaruk
4363;Kugluktuk;YCO;Canada;CA;Kugluktuk/Coppermine
4364;Kugururok River;KUW;Papua New Guinea;PG;Kugururok River
4365;Kuini Lavenia;NTT;Tonga;TO;Niuatoputapu
4366;Kuito-Silva Porto;SVP;Angola;AO;Kuito
4367;Kukundu;KUE;Solomon Islands;SB;Kukundu
4368;Kulgera;KGR;Australia;AU;Kulgera
4369;Kulik Lake;LKK;United States;US;Kulik Lake
4370;Kullu Manali;KUU;India;IN;Bhuntar
4371;Kulusuk;KUS;Greenland;GL;Kulusuk
4372;Kumamoto;KMJ;Japan;JP;Kumamoto
4373;Kumasi;KMS;Ghana;GH;Kumasi
4374;Kumbhirgram;IXS;India;IN;Silchar
4375;Kumejima;UEO;Japan;JP;Kumejima
4376;Kunduz;UND;Afghanistan;AF;Kunduz
4377;Kungsangen;NRK;Sweden;SE;Norrkoping
4378;Kungum;KGM;Papua New Guinea;PG;Kungum
4379;Kunming;KMG;China;CN;Kunming
4380;Kunovice;UHE;Czechoslovakia-former;CS;Uherske Hradiste
4381;Kununurra;KNX;Australia;AU;Kununurra
4382;Kuopio;KUO;Finland;FI;Kuopio
4383;Kuparuk;UUK;United States;US;Kuparuk
4384;Kupiano;KUP;Papua New Guinea;PG;Kupiano
4385;Kupper;JVI;United States;US;Manville
4386;Kuqa;KCA;China;CN;Kuqa
4387;Kuran-O-Munjan;KUR;Afghanistan;AF;Kuran-O-Munjan
4388;Kuressaare;URE;Estonia;EE;Kuressaare
4389;Kurgan;KRO;Russian Federation;RU;Kurgan
4390;Kuri;KUQ;Papua New Guinea;PG;Kuri
4391;Kuria;KUC;Kiribati;KI;Kuria
4392;Kursk;URS;Russian Federation;RU;Kursk
4393;Kuruman;KMH;South Africa;ZA;Kuruman
4394;Kurundi;KRD;Australia;AU;Kurundi
4395;Kurupung;KPG;Guyana;GY;Kurupung
4396;Kurwina;KWV;Papua New Guinea;PG;Kurwina
4397;Kushimoto;KUJ;Japan;JP;Kushimoto
4398;Kushiro;KUH;Japan;JP;Kushiro
4399;Kuujjuaq;YVP;Canada;CA;Kuujjuaq
4400;Kuujjuarapik;YGW;Canada;CA;Kuujjuarapik
4401;Kuusamo;KAO;Finland;FI;Kuusamo
4402;Kuyol;KUX;Papua New Guinea;PG;Kuyol
4403;Kvernberget;KSU;Norway;NO;Kristiansund
4404;Kwai Harbour;KWR;Solomon Islands;SB;Kwai Harbour
4405;Kwailabesi Aerodrom;KWS;Solomon Islands;SB;Kwailabesi
4406;Kwajalein;KWA;Marshall Islands;MH;Kwajalein
4407;Kwethluk;KWT;United States;US;Kwethluk
4408;Kwigillingok;KWK;United States;US;Kwigillingok
4409;Kwinhagak;KWN;United States;US;Quinhagak
4410;Kwun Tong;KTZ;Hong Kong;HK;Kwun Tong
4411;Kyaukpyu;KYP;Myanmar;MM;Kyaukpyu
4412;Kyauktaw;KYT;Myanmar;MM;Kyauktaw
4413;Kyzyl;KYZ;Russian Federation;RU;Kyzyl
4414;Kzyl-Orda;KZO;Kazakhstan;KZ;Kzyl-Orda
4415;L Delicias;STB;Venezuela;VE;Santa Barbara Ed
4416;La Aurora;GUA;Guatemala;GT;Guatemala City
4417;La Braq;LAQ;Libya;LY;Beida
4418;La Calera;ZCL;Mexico;MX;Zacatecas
4419;La Chinita;MAR;Venezuela;VE;Maracaibo
4420;La Chorrera;LCR;Colombia;CO;La Chorrera
4421;La Coloma;LCL;Cuba;CU;La Coloma
4422;La Coruna;LCG;Spain;ES;La Coruna
4423;La Cumbre;LCM;Argentina;AR;La Cumbre
4424;La Defense Heliport;JPU;France;FR;Paris
4425;La Desirade;DSD;Guadeloupe;GP;La Desirade
4426;La Esperanza;LEZ;Honduras;HN;La Esperanza
4427;La Florida;LSC;Chile;CL;La Serena
4428;La Florida;TCO;Colombia;CO;Tumaco
4429;La Fria;LFR;Venezuela;VE;La Fria
4430;La Garenne;AGF;France;FR;Agen
4431;La Gomera;GMZ;Spain;ES;San Sebas De La Gomera
4432;La Grande;YGL;Canada;CA;La Grande
4433;La Grande;LGD;United States;US;La Grande
4434;La Guaira;LAG;Venezuela;VE;La Guaira
4435;La Guardia;LGA;United States;US;New York
4436;La Macaza;YTM;Canada;CA;Mont Tremblant
4437;La Marguita;NVA;Colombia;CO;Neiva
4438;La Mole;LTT;France;FR;Saint Tropez
4439;La Palma;PLP;Panama;PA;La Palma
4440;La Palma;SPC;Spain;ES;Santa Cruz De La Palma
4441;La Palma Del Condado;NDO;Spain;ES;La Palma Del Condado
4442;La Pedrera;LPD;Colombia;CO;La Pedrera
4443;La Plagne;PLG;France;FR;La Plagne
4444;La Plata;LPG;Argentina;AR;La Plata
4445;La Plata;DRO;United States;US;Durango
4446;La Primavera;LPE;Colombia;CO;La Primavera
4447;La Rioja;IRJ;Argentina;AR;La Rioja
4448;La Romana;LRM;Dominican Republic;DO;Punta Cana
4449;La Ronge;YVC;Canada;CA;La Ronge
4450;La Sarre;SSQ;Canada;CA;La Sarre
4451;La Spreta;RAN;Italy;IT;Ravenna
4452;La Tabatiere;ZLT;Canada;CA;La Tabatiere
4453;La Trobe Regional;TGN;Australia;AU;Traralgon
4454;La Tuque;YLQ;Canada;CA;La Tuque
4455;La Union;POP;Dominican Republic;DO;Puerto Plata
4456;La Union;LUI;Honduras;HN;La Union
4457;La Uribe;LAT;Colombia;CO;La Uribe
4458;La Vanguardia;VVC;Colombia;CO;Villavicencio
4459;Laage;RLG;Germany;DE;Rostock-laage
4460;Labasa;LBS;Fiji;FJ;Labasa
4461;Labe;LEK;Guinea;GN;Labe
4462;Laberandie;ZAO;France;FR;Cahors
4463;Lablab;LAB;Papua New Guinea;PG;Lablab
4464;Labo;OZC;Philippines;PH;Ozamis City
4465;Labouchere Bay;WLB;United States;US;Labouchere Bay
4466;Labrea;LBR;Brazil;BR;Labrea
4467;Labuan;LBU;Malaysia;MY;Labuan
4468;Labuha;LAH;Indonesia;ID;Labuha
4469;Lac Biche;YLB;Canada;CA;Lac Biche
4470;Lac Brochet;XLB;Canada;CA;Lac Brochet
4471;Ladouanie;LDO;Suriname;SR;Ladouanie
4472;Lady Elliot Island;LYT;Australia;AU;Lady Elliot Island
4473;Ladysmith;LAY;South Africa;ZA;Ladysmith
4474;Lae Island;LML;Marshall Islands;MH;Lae Island
4475;Laeso Airport;BYR;Denmark;DK;Laeso Island
4476;Lafayette Regional;LFT;United States;US;New Iberia
4477;LaForges;YLF;Canada;CA;LaForges
4478;Lages;LAJ;Brazil;BR;Lages
4479;Lago Agrio;LGQ;Ecuador;EC;Lago Agrio
4480;Lago Argentino;ING;Argentina;AR;Lago Argentino
4481;Lagoon;KCL;United States;US;Chignik
4482;Lagrande 3;YAR;Canada;CA;Lagrande 3
4483;Lagrande 4;YAH;Canada;CA;Lagrande 4
4484;Lague;LCO;Congo;CG;Lague
4485;Laguna AAF;LGF;United States;US;Yuma
4486;Laguna De Los Patos;CYR;Uruguay;UY;Colonia
4487;Lagunillas;LGY;Venezuela;VE;Lagunillas
4488;Lahad Datu;LDU;Malaysia;MY;Lahad Datu
4489;Lahm Municipal;MFD;United States;US;Mansfield
4490;Lahr;LHA;Germany;DE;Lahr
4491;Lai;LTC;Chad;TD;Lai
4492;Laiagam;LGM;Papua New Guinea;PG;Laiagam
4493;Laishan;YNT;China;CN;Yantai
4494;Lajes;TER;Portugal;PT;Terceira Island
4495;Lake Baringo;LBN;Kenya;KE;Lake Baringo
4496;Lake County;LKV;United States;US;Lakeview
4497;Lake Evella;LEL;Australia;AU;Lake Evella
4498;Lake Gregory;LGE;Australia;AU;Lake Gregory
4499;Lake Manyara;LKY;Tanzania;TZ;Lake Manyara
4500;Lake Minchumina;LMA;United States;US;Lake Minchumina
4501;Lake Murray;LMY;Papua New Guinea;PG;Lake Murray
4502;Lake Nash;LNH;Australia;AU;Lake Nash
4503;Lake Placid;LKP;United States;US;Lake Placid
4504;Lake Rudolf;LKU;Kenya;KE;Lake Rudolf
4505;Lake Union SPB;LKE;United States;US;Seattle
4506;Lakeba;LKB;Fiji;FJ;Lakeba
4507;Lakefield;LFP;Australia;AU;Lakefield
4508;Lakefront;NEW;United States;US;New Orleans
4509;Lakeland Downs;LKD;Australia;AU;Lakeland Downs
4510;Lakenheath RAF;LKZ;United Kingdom;GB;Brandon
4511;Lakeside;LKS;United States;US;Lakeside
4512;Lakeside USAF;LKI;United States;US;Duluth
4513;Lakota;LKT;Ivory Coast;CI;Lakota
4514;Laleu;LRH;France;FR;La Rochelle
4515;Lalibela;LLI;Ethiopia;ET;Lalibela
4516;Lalomalava;LAV;Samoa;WS;Lalomalava
4517;Lamacarena;LMC;Colombia;CO;Lamacarena
4518;Lamap;LPM;Vanuatu;VU;Lamap
4519;Lamar Field;LAA;United States;US;Lamar
4520;Lamassa;LMG;Papua New Guinea;PG;Lamassa
4521;Lambarene;LBQ;Gabon;GA;Lambarene
4522;Lambert-St Louis Intl;STL;United States;US;St Louis
4523;Lamen Bay;LNB;Vanuatu;VU;Lamen Bay
4524;Lamentin;FDF;Martinique;MQ;Fort De France
4525;Lamerd;LFM;Iran;IR;Lamerd
4526;Lamidanda;LDN;Nepal;NP;Lamidanda
4527;Lampang;LPT;Thailand;TH;Lampang
4528;Lampedusa;LMP;Italy;IT;Lampedusa
4529;Lamu;LAU;Kenya;KE;Lamu
4530;Lanai City;LNY;United States;US;Lanai City
4531;Lancaster;LNS;United States;US;Lancaster
4532;Lancaster PA Rail;ZRL;United States;US;Lancaster
4533;Lander County;BAM;United States;US;Battle Mountain
4534;Landing Strip;EVA;United States;US;Evadale
4535;Landivisiau;LDV;France;FR;Landivisiau
4536;Lands End;LEQ;United Kingdom;GB;Lands End
4537;Landvetter;GOT;Sweden;SE;Gothenburg
4538;Langara;YLA;Canada;CA;Langara
4539;Langebaanweg;SDB;South Africa;ZA;Saldanha Bay
4540;Langeoog;LGO;Germany;DE;Langeoog
4541;Langgur;LUV;Indonesia;ID;Langgur
4542;Langimar;LNM;Papua New Guinea;PG;Langimar
4543;Langkawi International Airport;LGK;Malaysia;MY;Langkawi
4544;Langley AFB;LFI;United States;US;Hampton
4545;Langley Regional;YLY;Canada;CA;Langley
4546;Langtang;LTG;Nepal;NP;Langtang
4547;Lann Bihoue;LRT;France;FR;Lorient
4548;Lansdowne;LDW;Australia;AU;Lansdowne
4549;Lansdowne House;YLH;Canada;CA;Lansdowne House
4550;Lanseria;HLA;South Africa;ZA;Lanseria
4551;Lanzarote;ACE;Spain;ES;Lanzarote
4552;Lanzhou Airport;LHW;China;CN;Lanzhou
4553;Lanzhoudong;LZD;China;CN;Lanzhou
4554;Laoag;LAO;Philippines;PH;Laoag
4555;Lappeenranta;LPP;Finland;FI;Lappeenranta
4556;Lar A/P;LRR;Iran;IR;Lar
4557;Larantuka;LKA;Indonesia;ID;Larantuka
4558;Larisa;LRA;Greece;GR;Larisa
4559;Larnaca;LCA;Cyprus;CY;Larnaca
4560;Laroche;BVE;France;FR;Brive-La-Gaillarde
4561;Larsen SPB;KLN;United States;US;Larsen Bay
4562;Larson AFB;LRN;United States;US;Moses Lake
4563;Las Americas;SDQ;Dominican Republic;DR;Santo Domingo
4564;Las Animas;TAD;United States;US;Trinidad
4565;Las Bajadas;VER;Mexico;MX;Veracruz
4566;Las Canas;LCS;Costa Rica;CR;Las Canas
4567;Las Flecheras;SFD;Venezuela;VE;San Fernando De Apure
4568;Las Gaviotas;LGT;Colombia;CO;Las Gaviotas
4569;Las Heras;LHS;Argentina;AR;Las Heras
4570;Las Khoreh;LKR;Somalia;SO;Las Khoreh
4571;Las Limas;LLH;Honduras;HN;Las Limas
4572;Las Lomitas;LLS;Argentina;AR;Las Lomitas
4573;Las Tunas;VTU;Cuba;CU;Las Tunas
4574;Las Vegas;LCF;Guatemala;GT;Rio Dulce
4575;Las Vegas;LVS;United States;US;Las Vegas
4576;Lashio;LSH;Myanmar;MM;Lashio
4577;Lastourville;LTL;Gabon;GA;Lastourville
4578;Latakia;LTK;Syria;SY;Latakia
4579;Lathrop Wells;LTH;United States;US;Lathrop Wells
4580;Latrobe;LTB;Australia;AU;Latrobe
4581;Laucala Is;LUC;Fiji;FJ;Laucala Is
4582;Laughlin AFB;DLF;United States;US;Del Rio
4583;Laughlin Bullhead Intl;IFP;United States;US;Bullhead City
4584;Launceston;LST;"TASMANIA""";Aust;Launceston
4585;Laura;LUU;Australia;AU;Laura
4586;Laura Station;LUT;Australia;AU;Laura Station
4587;Laurie River;LRQ;Canada;CA;Laurie River
4588;Lauterach;QLX;Austria;AT;Lauterach
4589;Lavan;LVP;Iran;IR;Lavan
4590;Laverton;LVO;Australia;AU;Laverton
4591;Lawas;LWY;Malaysia;MY;Lawas
4592;Lawas;LSM;Malaysia;MY;Long Semado
4593;Lawica;POZ;Poland;PL;Poznan
4594;Lawn Hill;LWH;Australia;AU;Lawn Hill
4595;Lawrence;LWC;United States;US;Lawrence
4596;Lawrence;LWM;United States;US;Lawrence
4597;Lawrence J Timmerman;MWC;United States;US;Milwaukee
4598;Lawrenceville;LVL;United States;US;Lawrenceville
4599;Lawson AAF;LSF;United States;US;Columbus
4600;Layang-Layang Airstrip;LAC;Malaysia;MY;Pulau Layang-Layang Is
4601;Lazaro Cardenas;LZC;Mexico;MX;Lazaro Cardenas
4602;Le Bourget;LBG;France;FR;Paris
4603;Le Castellet;CTT;France;FR;Le Castellet
4604;Le Pontreau;CET;France;FR;Cholet
4605;Le Raizet;PTP;Guadeloupe;GP;Pointe-a-Pitre
4606;Le Sequestre;LBI;France;FR;Albi
4607;Le Touquet;LTQ;France;FR;Le Touquet
4608;Lea County;HOB;United States;US;Hobbs
4609;Leadville;LXV;United States;US;Leadville
4610;Leaf Bay;XLF;Canada;CA;Leaf Bay
4611;Leaf Rapids;YLR;Canada;CA;Leaf Rapids
4612;Learmonth;LEA;Australia;AU;Learmonth
4613;Lebakeng;LEF;Lesotho;LS;Lebakeng
4614;Lebel-Sur-Quevillon;YLS;Canada;CA;Lebel-Sur-Quevillon
4615;Leckrone;SLO;United States;US;Salem
4616;Leconi;LEO;Gabon;GA;Leconi
4617;Lee;ANP;United States;US;Annapolis
4618;Lee Bird Field;LBF;United States;US;North Platte
4619;Lee C Fine Memorial;AIZ;United States;US;Kaiser/Lake Ozark
4620;Lee Gilmer Memorial;GVL;United States;US;Gainesville
4621;Leeds/Bradford;LBA;United Kingdom;GB;Leeds
4622;Leesburg;LEE;United States;US;Leesburg
4623;Leeuwarden;LWR;Netherlands;NL;Leeuwarden
4624;Leflore;GWO;United States;US;Greenwood
4625;Legazpi;LGP;Philippines;PH;Legazpi
4626;Leger;CBH;Algeria;DZ;Bechar
4627;Leguizamo;LGZ;Colombia;CO;Leguizamo
4628;Lehigh Valley International;ABE;United States;US;Allentown
4629;Lehu;LHP;Papua New Guinea;PG;Lehu
4630;Leigh Creek;LGH;Australia;AU;Leigh Creek
4631;Leinster;LER;Australia;AU;Leinster
4632;Leipzig/Halle;LEJ;Germany;DE;Leipzig/Halle
4633;Leite Lopes;RAO;Brazil;BR;Ribeirao Preto
4634;Leitre;LTF;Papua New Guinea;PG;Leitre
4635;Lekana;LKC;Congo;CG;Lekana
4636;Leknes;LKN;Norway;NO;Leknes
4637;Lelystad;LEY;Netherlands;NL;Lelystad
4638;Lemmon;LEM;United States;US;Lemmon
4639;Lemons Municipal;TUP;United States;US;Tupelo
4640;Lemwerder;XLW;Germany;DE;Lemwerder
4641;Lenawee County;ADG;United States;US;Adrian
4642;Lengbati;LNC;Papua New Guinea;PG;Lengbati
4643;Leningradskiy Rail Stn;ZKD;Russian Federation;RU;Moscow
4644;Lenoir;MRN;United States;US;Morganton
4645;Leo;XLU;Burkina Faso;BF;Leo
4646;Leon;LAP;Mexico;MX;La Paz
4647;Leonardo Da Vinci-Fiumicino;FCO;Italy;IT;Rome
4648;Leonora;LNO;Australia;AU;Leonora
4649;Leopoldina;LEP;Brazil;BR;Leopoldina
4650;Lereh;LHI;Indonesia;ID;Lereh
4651;Leribe;LRB;Lesotho;LS;Leribe
4652;Leron Plains;LPN;Papua New Guinea;PG;Leron Plains
4653;Leros;LRS;Greece;GR;Leros
4654;Lerwick/Tingwall;LWK;United Kingdom;GB;Shetland Islands
4655;Les Ajoncs;EDM;France;FR;La Roche
4656;Les Angades;OUD;Morocco;MA;Oujda
4657;Les Bases;GBJ;Guadeloupe;GP;Marie Galante
4658;Les Cayes;CYA;Haiti;HT;Les Cayes
4659;Les Salines;AAE;Algeria;DZ;Annaba
4660;Lese;LNG;Papua New Guinea;PG;Lese
4661;Leshukonskoye;LDG;Russian Federation;RU;Leshukonskoye
4662;Lesobeng;LES;Lesotho;LS;Lesobeng
4663;Lesquin;LIL;France;FR;Lille
4664;Letaba;LTA;South Africa;ZA;Tzaneen
4665;Lethbridge;YQL;Canada;CA;Lethbridge
4666;Lethem;LTM;Guyana;GY;Lethem
4667;Letterkenny;LTR;Ireland;IE;Letterkenny
4668;Leuchars;ADX;United Kingdom;GB;St Andrews
4669;Levaldigi;CUF;Italy;IT;Cuneo
4670;Levanger Railway;XUH;Norway;NO;Levanger
4671;Levelock;KLL;United States;US;Levelock
4672;Levuka Airfield;LEV;Fiji;FJ;Bureta
4673;Lewis;CDK;United States;US;Cedar Key
4674;Lewis B Wilson;MCN;United States;US;Macon
4675;Lewis Lockport;LOT;United States;US;Lockport
4676;Lewoleba;LWE;Indonesia;ID;Lewoleba
4677;Lexington;LXN;United States;US;Lexington
4678;Lhasa;LXA;China;CN;Lhasa
4679;Lhok Sukon;LSX;Indonesia;ID;Lhok Sukon
4680;Lhoksumawe;LSW;Indonesia;ID;Lhoksumawe
4681;Liancheng;LCX;China;CN;Longyan
4682;Liangping;LIA;China;CN;Liangping
4683;Lianhuashan Port;ZIY;China;CN;Lianhuashan
4684;Lianshulu;LHU;Namibia;NA;Caprivi
4685;Lianyungang;LYG;China;CN;Lianyungang
4686;Libenge;LIE;Zaire;ZR;Libenge
4687;Liberi;PSR;Italy;IT;Pescara
4688;Liberia;LIR;Costa Rica;CR;Liberia
4689;Liboi;LBK;Kenya;KE;Liboi
4690;Libreville;LBV;Gabon;GA;Libreville
4691;Lichinga;VXC;Mozambique;MZ;Lichinga
4692;Lienkhang;DLI;Viet Nam;VN;Dalat
4693;Liepaya;LPX;Latvia;LV;Liepaya
4694;Lifou;LIF;New Caledonia;NC;Lifou
4695;Lightning Ridge;LHG;Australia;AU;Lightning Ridge
4696;Lihir Island;LNV;Papua New Guinea;PG;Lihir Island
4697;Lihue;LIH;United States;US;Kauai Island
4698;Lijiang;LJG;China;CN;Lijiang City
4699;Likiep Island;LIK;Marshall Islands;MH;Likiep Island
4700;Likoma;LIX;Malawi;MW;Likoma Island
4701;Lilabari;IXI;India;IN;Lilabari
4702;Lille Europe Rail Svc;XDB;France;FR;Lille
4703;Lille Flanders Rail Sv;XFA;France;FR;Lille
4704;Lillehammer Rail;XXL;Norway;NO;Lillehammer
4705;Lillestrom Rail Stn.;XKI;Norway;NO;Lillestrom
4706;Lilongwe International;LLW;Malawi;MW;Lilongwe
4707;Limbang;LMN;Malaysia;MY;Limbang
4708;Limbe;VCC;Cameroon;CM;Limbe
4709;Limbunya;LIB;Australia;AU;Limbunya
4710;Lime Acres;LMR;South Africa;ZA;Lime Acres
4711;Lime Village;LVD;United States;US;Lime Village
4712;Limnos;LXS;Greece;GR;Limnos
4713;Limon;LIO;Costa Rica;CR;Limon
4714;Limon;LMH;Honduras;HN;Limon
4715;Limousine Service;QJV;Denmark;DK;Skagen Z7
4716;Limpopo Valley;TLD;Botswana;BW;Tuli Block
4717;Linate;LIN;Italy;IT;Milan
4718;Lincang;LNJ;China;CN;Lincang
4719;Linda Downs;LLP;Australia;AU;Linda Downs
4720;Lindberg Fld S. Diego;SAN;United States;US;San Diego
4721;Lindeman Island;LDC;Australia;AU;Lindeman Island
4722;Linden;LDJ;United States;US;Linden
4723;Linga Linga;LGN;Papua New Guinea;PG;Linga Linga
4724;LingLing;LLF;China;CN;LingLing
4725;Linkoping;LPI;Sweden;SE;Linkoping
4726;Linosa Heliport;LIU;Italy;IT;Linosa
4727;Lins;LIP;Brazil;BR;Lins
4728;Linton-On-Ouse;HRT;United Kingdom;GB;Harrogate
4729;Linxi;LXI;China;CN;Linxi
4730;Linyi;LYI;China;CN;Linyi
4731;Lipetsk;LPK;Russian Federation;RU;Lipetsk
4732;Liping;HZH;China;CN;Liping City
4733;Lisala;LIQ;Zaire;ZR;Lisala
4734;Lisboa - Portela;LIS;Portugal;PT;Lisbon
4735;Lisbon TP;ZYD;Portugal;PT;Lisbon
4736;Lishan;LHN;Taiwan;TW;Lishan
4737;Lismore;LSY;Australia;AU;Lismore
4738;Lissadell;LLL;Australia;AU;Lissadell
4739;Lista;FAN;Norway;NO;Farsund
4740;Litchfield;GYR;United States;US;Goodyear
4741;Little Cayman;LYB;Cayman Islands;KY;Little Cayman
4742;Little Grand Rapids;ZGR;Canada;CA;Little Grand Rapids
4743;Little Naukati;WLN;United States;US;Little Naukati
4744;Little Port Walter;LPW;United States;US;Little Port Walter
4745;Little Rock Afb;LRF;United States;US;Jacksonville
4746;Liuzhou;LZH;China;CN;Liuzhou
4747;Livengood;LIV;United States;US;Livengood
4748;Livermore;LVK;United States;US;Livermore
4749;Liverpool John Lennon-Speke;LPL;United Kingdom;GB;Liverpool
4750;Livingstone;LVI;Zambia;ZM;Livingstone
4751;Lizard Island;LZR;Australia;AU;Lizard Island
4752;Llabanere;PGF;France;FR;Perpignan
4753;Llano San Juan;TGZ;Mexico;MX;Tuxtla Gutierrez
4754;Lloydminster;YLL;Canada;CA;Lloydminster
4755;Loakan;BAG;Philippines;PH;Baguio
4756;Loani;LNQ;Papua New Guinea;PG;Loani
4757;Lobatse;LOQ;Botswana;BW;Lobatse
4758;Lock;LOC;Australia;AU;Lock
4759;Lockhart River;IRG;Australia;AU;Lockhart River
4760;Lodar;LDR;Yemen;YE;Lodar
4761;Lodja;LJA;Zaire;ZR;Lodja
4762;Lodwar;LOK;Kenya;KE;Lodwar
4763;Lodz Lublinek;LCJ;Poland;PL;Lodz
4764;Loei;LOE;Thailand;TH;Loei
4765;Loen;LOF;Marshall Islands;MH;Loen
4766;Logan International;BOS;United States;US;Boston
4767;Lohegaon;PNQ;India;IN;Pune
4768;Loikaw;LIW;Myanmar;MM;Loikaw
4769;Loja;LOH;Ecuador;EC;Loja
4770;Lokichoggio;LKG;Kenya;KE;Lokichoggio
4771;Lome;LFW;Togo;TG;Lome
4772;Lompoc Airport;LPC;United States;US;Lompoc
4773;Loncopue;LCP;Argentina;AR;Loncopue
4774;Londolozi;LDZ;South Africa;ZA;Londolozi
4775;London City Airport;LCY;United Kingdom;GB;London
4776;London International Airport;YXU;Canada;CAN;London
4777;London Southend;SEN;United Kingdom;GB;Southend
4778;London St. Pancras;QQS;United Kingdom;GB;Britrail Rail Zone S
4779;London-Waterloo;QQW;United Kingdom;GB;London
4780;Londrina;LDB;Brazil;BR;Londrina
4781;Long Akah;LKH;Malaysia;MY;Long Akah
4782;Long Apung;LPU;Indonesia;ID;Long Apung
4783;Long Banga Airfield;LBP;Malaysia;MY;Long Banga
4784;Long Bawan;LBW;Indonesia;ID;Long Bawan
4785;Long Beach Municipal;LGB;United States;US;Long Beach
4786;Long Island;HAP;Australia;AU;Long Island
4787;Long Island;LSJ;Papua New Guinea;PG;Long Island
4788;Long Island;LIJ;United States;US;Long Island
4789;Long Island Macarthur;ISP;United States;US;Islip
4790;Long Lama;LLM;Malaysia;MY;Long Lama
4791;Long Lellang;LGL;Malaysia;MY;Long Lellang
4792;Long Pasia;GSA;Malaysia;MY;Long Pasia
4793;Long Point;YLX;Canada;CA;Long Point
4794;Long Seridan;ODN;Malaysia;MY;Long Seridan
4795;Long Sukang;LSU;Malaysia;MY;Long Sukang
4796;Long Xuyen;XLO;Viet Nam;VN;Long Xuyen
4797;Longana;LOD;Vanuatu;VU;Longana
4798;Longreach;LRE;Australia;AU;Longreach
4799;Longview;KLS;United States;US;Kelso
4800;Longview;LOG;United States;US;Longview
4801;Lonorore;LNE;Vanuatu;VU;Lonorore
4802;Lop Buri;KKM;Thailand;TH;Lop Buri
4803;Lopez De Micay;LMX;Colombia;CO;Lopez De Micay
4804;Lopez Island;LPS;United States;US;Lopez Island
4805;Lora Lai;LRG;Pakistan;PK;Lora Lai
4806;Lord Howe Island;LDH;Australia;AU;Lord Howe Island
4807;Lordsburg;LSB;United States;US;Lordsburg
4808;Loreto;LTO;Mexico;MX;Loreto
4809;Lorica;LRI;Colombia;CO;Lorica
4810;Loring;WLR;United States;US;Loring
4811;Loring AFB;LIZ;United States;US;Limestone
4812;Lorraine;LOA;Australia;AU;Lorraine
4813;Los Alamos;LAM;United States;US;Los Alamos
4814;Los Andes;LOB;Chile;CL;Los Andes
4815;Los Angeles;LSQ;Chile;CL;Los Angeles
4816;Los Angeles International;LAX;United States;US;Los Angeles
4817;Los Banos;LSN;United States;US;Los Banos
4818;Los Cabos;SJD;Mexico;MX;San Jose Cabo
4819;Los Canos;GAO;Cuba;CU;Guantanamo
4820;Los Cerrillos;ULC;Chile;CL;Santiago
